titulo,catalogo,sjr,q,h_index,total_citas,url_revista,pais,area,publisher,issn,widget
International Journal of Manufacturing Research,journal,0.186,Q4,24,22,https://www.scimagojr.com/journalsearch.php?q=11200153523&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Control and Systems Engineering', 'Industrial and Manufacturing Engineering'], 'Mathematics': ['Modeling and Simulation']}",Inderscience Enterprises Ltd,"17500591, 17500605","<a href=""https://www.scimagojr.com/journalsearch.php?q=11200153523&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11200153523"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Review of Computer Engineering Research,journal,0.186,Q4,6,50,https://www.scimagojr.com/journalsearch.php?q=21101088441&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Hardware and Architecture'], 'Engineering': ['Electrical and Electronic Engineering']}",Conscientia Beam,"24109142, 24124281","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101088441&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101088441"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information and Control,journal,0.185,Q4,12,211,https://www.scimagojr.com/journalsearch.php?q=21100294000&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Human-Computer Interaction', 'Information Systems'], 'Engineering': ['Control and Systems Engineering'], 'Mathematics': ['Control and Optimization']}",Science China Press,10020411,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100294000&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100294000"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computer Science Journal of Moldova,journal,0.184,Q4,6,23,https://www.scimagojr.com/journalsearch.php?q=21100935898&tip=sid&clean=0,"Moldova,banderas/md.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computational Theory and Mathematics', 'Computer Networks and Communications', 'Computer Science Applications', 'Software'], 'Mathematics': ['Computational Mathematics', 'Control and Optimization', 'Modeling and Simulation']}",Institute of Mathematics and Computer Science of Moldova,15614042,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100935898&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100935898"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"IEEE Region 10 Annual International Conference, Proceedings/TENCON",conference and proceedings,0.184,,46,509,https://www.scimagojr.com/journalsearch.php?q=31517&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering']}",Institute of Electrical and Electronics Engineers Inc.,"21593442, 21593450","<a href=""https://www.scimagojr.com/journalsearch.php?q=31517&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=31517"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Research Data Journal for the Humanities and Social Sciences,journal,0.184,Q4,4,20,https://www.scimagojr.com/journalsearch.php?q=21101052353&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Arts and Humanities': ['Arts and Humanities (miscellaneous)'], 'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Social Sciences (miscellaneous)']}",Brill Academic Publishers,24523666,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101052353&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101052353"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Scripta and E-Scripta,journal,0.184,Q4,1,4,https://www.scimagojr.com/journalsearch.php?q=21101132454&tip=sid&clean=0,"Bulgaria,banderas/bg.png?v=1.2","{'Arts and Humanities': ['History', 'Literature and Literary Theory'], 'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Linguistics and Language']}","Institute for Literature, Bulgarian Academy of Sciences","1312238X, 26033364","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101132454&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101132454"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Services Operations and Informatics,journal,0.183,Q4,15,38,https://www.scimagojr.com/journalsearch.php?q=6400153175&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Business, Management and Accounting': ['Management Information Systems'], 'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Decision Sciences': ['Management Science and Operations Research']}",Inderscience Enterprises Ltd,"1741539X, 17415403","<a href=""https://www.scimagojr.com/journalsearch.php?q=6400153175&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=6400153175"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Sound and Music in Games,journal,0.183,Q4,3,24,https://www.scimagojr.com/journalsearch.php?q=21101090158&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Arts and Humanities': ['Music'], 'Computer Science': ['Computer Science Applications']}",University of California Press,25783432,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101090158&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101090158"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Cooperative Information Systems,journal,0.182,Q4,48,27,https://www.scimagojr.com/journalsearch.php?q=15629&tip=sid&clean=0,"Singapore,banderas/sg.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems']}",World Scientific Publishing Co. Pte Ltd,"02188430, 17936365","<a href=""https://www.scimagojr.com/journalsearch.php?q=15629&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15629"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ISeCure,journal,0.182,Q4,7,30,https://www.scimagojr.com/journalsearch.php?q=21101073952&tip=sid&clean=0,"Iran,banderas/ir.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Science Applications', 'Information Systems', 'Software'], 'Mathematics': ['Applied Mathematics', 'Computational Mathematics']}",Iranian Society of Cryptology,"20082045, 20083076","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101073952&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101073952"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Telecommunications and the Digital Economy,journal,0.182,Q4,14,81,https://www.scimagojr.com/journalsearch.php?q=21100795207&tip=sid&clean=0,"Australia,banderas/au.png?v=1.2","{'Business, Management and Accounting': ['Management of Technology and Innovation'], 'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications'], 'Engineering': ['Media Technology'], 'Social Sciences': ['Communication']}",Telecommunications Association Inc.,22031693,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100795207&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100795207"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Computational Economics and Econometrics,journal,0.180,Q4,8,31,https://www.scimagojr.com/journalsearch.php?q=21100855992&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Economics, Econometrics and Finance': ['Economics and Econometrics']}",Inderscience,"17571170, 17571189","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100855992&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100855992"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Virtual and Personal Learning Environments,journal,0.179,Q4,12,59,https://www.scimagojr.com/journalsearch.php?q=21100200659&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Education', 'E-learning']}",IGI Global Publishing,"19478518, 19478526","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100200659&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100200659"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Electronic Business,journal,0.177,Q4,13,70,https://www.scimagojr.com/journalsearch.php?q=21100423723&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Business, Management and Accounting': ['Business, Management and Accounting (miscellaneous)'], 'Computer Science': ['Computer Science Applications']}",Inderscience,"14706067, 17415063","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100423723&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100423723"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Software Innovation,journal,0.175,Q4,13,148,https://www.scimagojr.com/journalsearch.php?q=21100823281&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Graphics and Computer-Aided Design', 'Computer Networks and Communications', 'Computer Science Applications', 'Software']}",IGI Global Publishing,"21667160, 21667179","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100823281&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100823281"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
AGIT- Journal fur Angewandte Geoinformatik,journal,0.174,Q4,4,20,https://www.scimagojr.com/journalsearch.php?q=21101022485&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Earth and Planetary Sciences': ['Computers in Earth Sciences'], 'Environmental Science': ['Management, Monitoring, Policy and Law']}",V D E Verlag GmbH,"23649283, 2509713X","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101022485&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101022485"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Language Documentation and Conservation,journal,0.174,Q4,12,81,https://www.scimagojr.com/journalsearch.php?q=14000156125&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Library and Information Sciences', 'Linguistics and Language']}",University of Hawaii Press,19345275,"<a href=""https://www.scimagojr.com/journalsearch.php?q=14000156125&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14000156125"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Networking and Virtual Organisations,journal,0.173,Q4,21,105,https://www.scimagojr.com/journalsearch.php?q=54666&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Business, Management and Accounting': ['Strategy and Management'], 'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications'], 'Decision Sciences': ['Information Systems and Management']}",Inderscience Enterprises Ltd,"14709503, 17415225","<a href=""https://www.scimagojr.com/journalsearch.php?q=54666&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=54666"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Applied Data Sciences,journal,0.171,Q4,6,58,https://www.scimagojr.com/journalsearch.php?q=21101176022&tip=sid&clean=0,"Indonesia,banderas/id.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Computer Science (miscellaneous)', 'Information Systems']}",Bright Publisher,27236471,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101176022&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101176022"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SAE International Journal of Transportation Cybersecurity and Privacy,journal,0.171,Q4,4,16,https://www.scimagojr.com/journalsearch.php?q=21101028571&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Information Systems'], 'Engineering': ['Automotive Engineering', 'Safety, Risk, Reliability and Quality']}",SAE International,"25721046, 25721054","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101028571&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101028571"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Cloud Computing,journal,0.170,Q4,9,90,https://www.scimagojr.com/journalsearch.php?q=21100855995&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Computer Science (miscellaneous)', 'Software']}",Inderscience Enterprises Ltd,"20439989, 20439997","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100855995&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100855995"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"International Journal of Data Mining, Modelling and Management",journal,0.170,Q4,16,41,https://www.scimagojr.com/journalsearch.php?q=21100199341&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Business, Management and Accounting': ['Management Information Systems'], 'Computer Science': ['Computer Science Applications'], 'Mathematics': ['Modeling and Simulation']}",Inderscience,"17591163, 17591171","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100199341&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100199341"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Computational Methods in Sciences and Engineering,journal,0.170,Q4,20,270,https://www.scimagojr.com/journalsearch.php?q=14500154739&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Engineering (miscellaneous)'], 'Mathematics': ['Computational Mathematics']}",IOS Press BV,14727978,"<a href=""https://www.scimagojr.com/journalsearch.php?q=14500154739&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14500154739"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
